0	1	2	3	4	5	6	7
Adhfe1	0.00109343640789866	0	0.00219996310442675	0	0	0	0.0041907811196929	0
3110035E14Rik	0	0	0.00577955606084743	0	0	0	0	0
Gm29520	0	0	0	0	0	0	0	0
Mybl1	0.0103357631159353	0.0113308597761134	0.0355269999385443	0.0240406120666876	0.00256781602111772	0.00577206762469323	0.00875291909851936	0.0217689379070178
Vcpip1	0.11334731669106	0.0828037218257149	0.0944415779347465	0.104634420151116	0.0822424342357578	0.066047982740885	0.135429183739932	0.103646633730491
1700034P13Rik	0.00149295710017042	0.001003145865434	0.00210408597100792	0.00105613907239305	0.066598679872393	0	0	0.0222660024223045
Sgk3	0.0145764463079447	0.0119232482051243	0.0252560792261508	0.00269497937653609	0.200902587434783	0.0687113907226314	0.088463659143249	0.0387369191211068
Mcmdc2	0.0137233639875082	0.0130761270061828	0.0356094059341807	0.018377459966819	0.0102022312667021	0	0.00836166615026949	0.0275505410305826
Snhg6	1.62079468891546	1.52940507691236	1.35633048129914	1.77799980050203	1.0432653527798	1.49766754644398	1.85953508192192	1.28728807560372
Tcf24	0	0	0.00469954657855522	0	0	0	0	0
Ppp1r42	0	0	0	0.00220407533529496	0	0	0.00445601820907281	0
Gm15818	0	0	0	0	0	0	0	0
Cops5	1.51822034480059	1.485368372203	1.63987777754061	1.60851345112656	1.30466280886737	1.55323087387884	1.18182755024468	1.61065327687949
Cspp1	0.330629043294367	0.405791948628654	0.384844715886342	0.415544676945915	0.170979736953341	0.189945259456388	0.232875745982783	0.26954964165251
Arfgef1	0.177078206562328	0.208723884322499	0.160471285998033	0.168255691801866	0.0872222949106174	0.211764230801332	0.284848951418823	0.286262145467637
Cpa6	0	0	0	0	0	0	0	0
Prex2	0.16222200539545	0.230796603364593	0.065602370134104	0.171468184004216	0.00708739238806878	0.705324380503646	0.00377720104114769	0.0124580772698908
A830018L16Rik	0.00568890102081184	0.0055469370598235	0.0210651788725996	0.0037588003720894	0	0	0	0.0218687742333354
Gm17644	0	0	0	0	0	0	0	0
Gm29663	0	0	0	0	0	0	0	0
Sulf1	0.0927617893325714	0.343905556889656	0.153143037768027	0.0677241167935913	0.00683913087031379	0.0416990144441571	0.01191778871559	0.186727816388734
Slco5a1	0.0023764748092163	0.00237988335947273	0.0709478857386746	0	0	0	0	0
Gm29283	0	0	0	0	0	0	0	0
Prdm14	0	0	0	0	0	0	0	0
Ncoa2	0.131250627252039	0.158222949007298	0.126604545438435	0.169845256253135	0.0695580513929074	0.162651210262247	0.0901458472458636	0.187885562026704
Gm29570	0	0	0	0.0032660526487687	0	0	0	0
Tram1	0.643598714627054	0.868670721761316	0.703495320084109	0.797040409589189	0.398643003920108	1.27383362350078	1.22862501578304	1.2403522352883
Lactb2	0.107796541890784	0.0910568861766378	0.0912591444229613	0.0793589803953955	0.190254867356858	0.0742340499703153	0.121957461578275	0.101606706625552
Xkr9	0	0	0	0	0	0	0	0
Eya1	0.22386315494157	0.284206158082935	0.0781711690027267	0.115329135468585	0	0.0148327764347512	0.0140016574100247	0.0378093321650344
Gm9947	0	0	0.00520986373080426	0	0	0	0	0
Msc	0.00500047137193404	0.01684177290152	0.0279761006641767	0.0538878839897413	0	0	0	0
Trpa1	0.00105637637760723	0.00171143465289869	0	0	0	0	0.00805199657307026	0
Kcnb2	0.00300592418809083	0.0109107757105458	0.0109444065100496	0.0104525232211806	0	0	0	0
Terf1	0.422223663673909	0.340604307099784	0.431921850902865	0.471103460556669	0.0944006540150142	0.268773034490599	0.183070989279355	0.369068478499264
Sbspon	0.00207268863085637	0.000895808913209106	0	0.00363388403707002	0	0	0	0
4930444P10Rik	0.00128353498210085	0.00597126199062496	0.00586142296144797	0.0009694290547582	0	0	0	0
Rpl7	34.4751562042188	33.6565594644155	34.773853514989	32.5679506833116	32.3899238181319	34.206812901742	34.734458432971	23.9878422674047
Rdh10	0.134255214771151	0.0973633230042123	0.0635832216855819	0.189045142929317	0.0314031737081652	0.0627739511488302	0.0383042759879574	0.0212801729658126
Gm28095	0	0	0	0	0	0	0	0
Stau2	0.123675322106308	0.139950489607474	0.153992804413207	0.110458565042749	0.0285224570076234	0.0693877717494361	0.0942252183202072	0.087098805698072
Gm7568	0	0	0	0	0	0	0	0
Ube2w	0.290400403722563	0.312402742266275	0.310319227401129	0.28177794665919	0.112512968278811	0.413191695310676	0.23995959918609	0.423177318589485
Tceb1	2.88224124618553	2.86280542999012	2.81976074048248	2.84778520834274	2.32090825079479	2.5850173668649	2.64274357472444	2.94733944970684
D030040B21Rik	0.000659386772938714	0	0.00153350266269735	0	0	0	0	0
Tmem70	0.571746990338049	0.520232337020033	0.469697747863085	0.493518422525268	0.468712509682606	0.436411602786123	0.717819259778617	0.557903749981563
Ly96	0.00970712929643147	0.0426043511922583	0.0141521955577956	0.0294573240489848	0.00243594677943476	0.0516146107936042	0.0388704667691366	0.0332850555483051
Gm28376	0	0	0	0	0	0	0	0
Jph1	0.0294286770453592	0.0662619323460183	0.0351237081122799	0.0361586951634895	0.00264990548449613	0.011155875637711	0.00439499199452208	0.0491844530518719
Gm28783	0	0	0	0	0	0	0	0
Gdap1	0.00339103852989588	0.00197875416891784	0.0218606243626475	0.00281769512538743	0	0	0	0
Gm28784	0	0.000742423291897452	0.00157561949419463	0	0	0	0	0
Pi15	0	0.00331237826959977	0	0.00523656167360511	0	0	0	0
Gm28154	0	0.00351334932254168	0	0	0	0	0	0.00417519624466149
Gm16070	0.00205748693655111	0.0163862057586092	0.00127928900187569	0.0120744322372409	0	0	0	0
Crispld1	0.134612842635684	0.302804141503974	0.0157086445807074	0.250599442256249	0.0056955317063633	0.0249805489053245	0	0.476187100355811
Gm28153	0	0	0	0	0	0	0	0
Crisp4	0	0	0	0	0	0	0	0
Defb18	0	0	0	0	0	0	0	0
Defb41	0	0	0	0	0	0	0	0
Gm29006	0	0	0	0	0	0	0	0
Gm15825	0	0	0	0	0	0	0	0
Tfap2d	0	0	0.00117976727438839	0	0	0	0	0
Tfap2b	0.912417072750817	0.0247746524610549	0.246648502239959	0.00338369947431442	0.0136934212963848	0.0154127375291045	0.0160746783033779	0
Gm28340	0	0	0	0	0	0	0	0
Pkhd1	0.0028569667457971	0	0	0	0	0	0	0
4930486I03Rik	0	0	0	0	0	0	0	0
Gm28653	0	0	0	0	0	0	0	0
Il17a	0	0	0	0	0	0	0	0
Il17f	0.00068602731801942	0.002887539154127	0.00692360634802067	0	0	0.00594033056751542	0	0
Mcm3	1.13746847280062	0.890221974161727	1.35536097906725	1.12963789312803	0.809185858834402	1.5078810512014	1.06947088601874	0.76005695167176
Gm28065	0	0	0	0	0	0	0	0
6720483E21Rik	0	0.00192662134504734	0.000942519505441165	0	0	0	0	0.00319402895451128
Paqr8	0.00865299288924171	0.0224431705111541	0.0135180177987122	0.0151929216344842	0	0.0152792726966678	0	0.012458621802339
Efhc1	0.000704875873120933	0.00491933352992025	0.00986861138569674	0.0046976580006063	0	0	0.00715155650051455	0.0184237567814133
Tram2	0.0405226593672346	0.0740246745060537	0.0646097753618099	0.0464584016035281	0	0.140712977613981	0.0638980105139431	0.271063656146101
Gm28287	0	0	0	0	0	0	0	0
Tmem14a	0.0346313372713685	0.0396580845338616	0.0628810987941745	0.0349670094497405	0.00577498716913331	0.0410064375993294	0.0275577755551841	0.104695427308906
Gsta3	0	0.000940626701946439	0.00358690446484855	0	0	0	0	0
Gm28836	0	0	0.000862924972211659	0	0	0.00384943030356222	0	0
Khdc1a	0	0	0	0	0	0	0	0
Khdc1c	0	0	0	0	0	0	0	0
Khdc1b	0	0	0	0	0	0	0	0
Kcnq5	0.00296661633057393	0.00736677119034271	0.00278382398076879	0.00695114845112897	0.00275645582627933	0	0.00892342990757458	0.0543224996978971
Gm26580	0	0	0	0	0	0	0	0
Rims1	0.00606643752119857	0.000576697942918438	0.00517018083150165	0.00244084013717522	0	0	0	0
4933415F23Rik	0	0	0	0	0	0.00728861911280013	0	0
Gm27028	0	0.000618018324243314	0	0	0	0	0	0
Gm29107	0.0221501569810132	0.0255119822852751	0.0274905040799071	0.02767999868161	0.0422747770167885	0.0230319666843235	0.00330978093221966	0.0298648064624491
Ogfrl1	0.118045704896269	0.133566578856132	0.135943737399172	0.167947819913627	0.260215168933637	0.0917668543384506	0.979491104321398	0.103544827312712
Gm28822	0	0	0	0	0	0	0	0
B3gat2	0.000918239651944283	0.000810886639669547	0.0029248668966197	0	0	0	0	0
Smap1	1.2356256659291	1.58634118594842	1.27872455734452	1.30060449075677	0.952635055088278	1.30313219675009	1.29552600161905	1.87877277626664
Sdhaf4	0.515067147090014	0.550571303894342	0.536195764101215	0.503485439048236	0.154735582253126	0.539163996112116	0.518973159215647	0.920432494103178
Fam135a	0.123779990720179	0.125406884027887	0.135734990486112	0.156032253911416	0.00735140302485012	0.0798243224270316	0.0144608554192728	0.105667372583142
Col9a1	0.434010404949975	1.26142477928501	0.0704879663663706	1.20338842759705	0.0343262029921258	0.0121478291482892	0.0306793795533899	1.06997624332424
Col19a1	0	0	0	0.00229244753160712	0	0	0	0
Lmbrd1	0.107979371229969	0.12267630944028	0.0930203282705923	0.165441720681145	0.0495793856003875	0.191284639781317	0.097426983149494	0.153421609933336
Gm28237	0	0	0	0	0	0	0	0
Gm29414	0	0	0	0	0	0	0	0
Adgrb3	0.00315981880769292	0.00296064631964326	0.0208995726903546	0.0130699226081096	0	0	0	0.00319402895451128
4931408C20Rik	0	0	0	0	0	0	0	0
Gm5524	0	0	0	0	0	0	0	0
Gm597	0	0	0	0	0	0	0	0
Gm9898	0	0	0	0	0	0	0	0
Phf3	0.557498585531776	0.60697363073218	0.540109910650237	0.560526175752558	0.264857207861192	0.351220278570168	0.4571814879101	0.472864086247302
Ptp4a1	1.92299957126126	1.98436439897967	1.9595829705696	1.85422412738516	0.498760016101365	1.12717953122482	0.892067401146937	1.64424178650526
Gm29669	0	0	0	0	0	0	0	0
Gm28644	0	0	0	0	0	0	0	0
4931428L18Rik	0	0	0	0	0	0	0	0
Gm29128	0	0	0	0	0	0	0	0
Lgsn	0	0	0	0	0	0	0	0
Pih1d3	0	0	0	0	0	0	0	0
Khdrbs2	0.00667172229635748	0.00550481267854801	0.056962898471514	0.0143436369365769	0	0	0	0.115438882920638
Gm5415	0	0	0	0	0	0	0	0
Gm37724	0	0	0	0	0	0	0	0
Gm37591	0	0	0	0	0	0	0	0
Prim2	0.294406331932522	0.306463056334607	0.3793344560648	0.333687936673858	0.239834067505829	0.132953519957905	0.277336491195299	0.351417563198728
Rab23	0.155484704878542	0.154553103567537	0.205436036426701	0.175675460379266	0.0220806420021979	0.125327845430763	0.0231307947388317	0.103902201945109
Bag2	0.457395709241005	0.953440976854813	0.413120437150013	0.500274088894996	0.455474102999517	0.284604084079225	0.46191249531337	0.442187498286312
Zfp451	0.331340163493349	0.313592916776151	0.271520143211891	0.345274201864939	0.0844195305501242	0.315374485681632	0.214482975767595	0.353736186755996
Bend6	0.0228074489624594	0.0382738535403365	0.0129320375327607	0.0195440091558145	0.00402573569922729	0	0.00586148261513564	0.0108335436487572
Dst	0.162652966627356	0.204564938698006	0.202030529811408	0.196290253405461	0.00664542058781079	0.0796754095239832	0	0.365786487111313
Gm37958	0	0	0	0	0	0	0	0
Gm37233	0.00300157142741006	0.00459494385264411	0.00700012311655889	0.0071762254166347	0	0	0.00916936551658371	0
Ccdc115	0.503311201116491	0.462930691802581	0.682914351339999	0.434552404739441	0.33498048194092	0.418222446159813	0.850642347965152	0.567535911600595
Gm28306	0.00204405051502919	0.000717196764725394	0	0	0.00291631998912796	0	0.00381656664717673	0
Imp4	1.00772916731865	0.890831150823657	0.762579094908588	0.913278229041962	0.543375988908332	0.799280793803281	1.08642718430728	0.715172782689029
Ptpn18	0.0269614328917153	0.0320397574379477	0.0174162503387341	0.0277958014761385	0.0106239036070014	0.862230825765224	1.86751501102012	0.0264132270510575
4930568A12Rik	0	0	0.00134835836021286	0	0	0	0.0041907811196929	0
Prss39	0	0	0	0	0	0	0	0
Cfc1	0	0.000718199645855755	0.000774074450790307	0.00219413726522731	0	0	0	0.109908064460032
Prss40	0	0	0	0	0	0	0	0
1700101I19Rik	0	0	0	0	0	0	0	0
Amer3	0	0	0.000786241589868554	0	0	0	0	0
Arhgef4	0.00520588338254642	0.0155880018495917	0.0211057883055787	0.0137887647761125	0.00757882312979595	0	0.00422985541931191	0
Gm38336	0.00900895500964565	0.00678398059350436	0.0024775606579527	0.00585983997836026	0.00571773700835057	0.0148465534468501	0	0.036917879867519
Fam168b	0.494399412650685	0.486731398562852	0.484090711156084	0.59673189950357	0.136646956368431	0.386016486740359	0.404978872177253	0.528680899124002
Plekhb2	0.0274141588031277	0.037086833644244	0.0767232529379913	0.0601004135257415	0.0107087761150298	0.0687822748207372	0.0782593431305826	0.0550214689227625
Gm37068	0	0	0	0	0	0	0	0
Gm28415	0	0	0	0	0	0	0	0
1110002O04Rik	0	0	0	0	0	0	0	0
Gm37146	0	0	0	0	0	0	0	0
Gm33222	0	0	0	0	0	0	0	0
4930535G08Rik	0	0	0	0	0	0	0	0
Hs6st1	0.0453503346933938	0.0366722246431033	0.0757823525675846	0.0365800817478176	0.0249900473362172	0.0559109984829942	0.0425941276001087	0.106241469806141
Gm37335	0	0	0	0	0	0	0	0
Gm33280	0.000510015506001429	0.000382349083948947	0	0	0	0	0	0
Uggt1	0.155268403076275	0.168118296306787	0.154250243202764	0.190388456995442	0.055522449848764	0.214586669471509	0.168677889948724	0.228151537086084
Neurl3	0	0.00128617032496379	0	0.00386883931956635	0	0.0116435949339744	0.064481254875517	0.00835339540463012
Arid5a	0.00811816613511599	0.0112386730268826	0.00345218500241854	0.00917871274684613	0.00498030876165949	0.0356588634958112	0.166240377675785	0
4930403P22Rik	0.00437351377192352	0.00912307929128337	0.0135603635126924	0.0070070940294871	0.00249243732205555	0.0134475561456662	0.00805199657307026	0.00632084481883511
Kansl3	0.241784381676124	0.253104296011965	0.205644155250688	0.282335460400609	0.0878149054034316	0.210143875462384	0.13527081269223	0.251621150798891
Fer1l5	0	0	0	0	0	0	0	0
Lman2l	0.238322603489979	0.25509996700538	0.26082840397009	0.249178412725925	0.0848520488069056	0.177969795489932	0.17279885003246	0.288606113104123
Cnnm4	0.0630725385553701	0.0475837907175558	0.0453676070761403	0.0474181491836069	0.00455490889429558	0.0314374535513118	0.104949739905593	0.0247792618452128
Cnnm3	0.0732087013790977	0.06007772110984	0.072488338800665	0.0727524175511001	0.0359653460746948	0.0525594215309654	0.057233088111186	0.0519706688497786
Gm38033	0	0	0	0	0	0	0	0
Ankrd23	0.000836255838424668	0	0.000689976130275773	0	0	0	0	0.0126610485373957
Gm43543	0	0	0	0	0	0	0	0
Ankrd39	0.130055757868111	0.114895351386375	0.108383094684543	0.0848857681902115	0.0788815039844959	0.136843071204777	0.225220413584693	0.165057731852005
Sema4c	0.12828477525473	0.165882146884365	0.115357162863245	0.172132722778236	0.00761000769401495	0.306053324471219	0.0581819102673413	0.0531118652278178
Fam178b	0.00662769816125807	0.00699527792715698	0.0132642827557899	0.00326756744946722	0	0.00351476923606842	0	0.011142694459518
Cox5b	4.68665169770524	4.70599005956843	5.00518584229252	5.00649525175671	5.14228233428122	5.69279287635865	5.76324109687109	5.62671776188477
Actr1b	0.88251757126227	0.815104402462588	0.81590349381521	0.828135131611135	0.191706790324904	0.937252471721747	0.527496312851428	0.880030687832953
4933424G06Rik	0.00265316204388234	0	0.000988131844851047	0	0	0	0.00439254216620852	0
Gm33533	0	0	0	0	0	0	0	0
Zap70	0	0.00137034826716036	0.00215470549135547	0	0	0.00728672308047676	0	0.0123846064295923
Tmem131	0.196032261217635	0.183882081655183	0.118617182928533	0.216969572128654	0.0923409052146865	0.148387005835639	0.167662332087278	0.0844987422356103
Vwa3b	0	0	0.00119502925192603	0	0	0	0	0
Gm37020	0	0	0	0	0	0	0	0
Cnga3	0	0	0	0	0	0	0	0
Inpp4a	0.030079910347614	0.0467506135848761	0.0449010165568663	0.0355308720994351	0.00498240214134262	0.053295471445152	0.0703284710355848	0.141377010907329
4930439A04Rik	0	0	0	0	0	0	0	0
Coa5	0.297187954198618	0.280378503151008	0.250244260803724	0.276389406279737	0.266230498885103	0.244601478864513	0.644229347601572	0.362802027139907
Unc50	0.435830457154717	0.537649485614801	0.586307290099971	0.475266001606251	0.406730590428204	0.604764451887971	0.578138622204454	0.881595408839307
Mgat4a	0.0116416773854622	0.00947340980150879	0.0148914374671258	0.0152583890987266	0	0.00993278690959777	0.0619666452929365	0.0101271565779933
2010300C02Rik	0.00498995425585208	0.00199450198974437	0.00789828081087942	0.00932897549299679	0	0	0	0.0167358327172328
4930556I23Rik	0	0	0	0	0	0	0	0
Tsga10	0.0337281042058459	0.0412828338392942	0.0283492989273597	0.0373475175826464	0.00762626944901607	0.048053822910673	0.0141185912030192	0.0305262776142975
Gm26805	0	0	0.00107063779070894	0	0	0	0	0
Lipt1	0.0245371525003057	0.0309750372909846	0.0266339946358885	0.0175562192112602	0.0226914622401669	0.0186599062131786	0.0238040004867332	0.0408714480000532
Mitd1	0.265760086738155	0.182070741448622	0.237282690820934	0.197253340600278	0.131698360161124	0.372462552358444	0.295913533354307	0.237935617900217
Mrpl30	2.43222592687209	2.24146018014387	2.16862068333035	2.12953341327461	2.45644188926616	2.01859609793559	2.89313815786927	1.8991727590732
Lyg2	0	0	0	0	0	0	0	0
Gm15457	0.00113032858086682	0	0	0	0	0	0	0
Lyg1	0	0	0	0	0	0	0	0
Txndc9	1.144070942656	1.07750575269436	1.29759435112561	1.08657606299797	0.627722676843725	1.05359859779584	1.07260942379907	0.943856539873183
Eif5b	2.7397501856423	2.86495582420309	2.46895233782851	2.94922936812018	2.73971320569381	3.13567319678955	3.30867199752893	2.87874121782228
Rev1	0.238182463503478	0.228160255368905	0.189322494135722	0.246048256242462	0.125142278869643	0.128044543589155	0.122946435738556	0.195028336880046
Gm5099	0	0	0	0	0	0	0	0
Aff3	0.0904506484014724	0.0853817503825544	0.056716674923675	0.123077312962225	0.00472926253035361	0.0290396038421715	0.00428264240749599	0.0554432087371621
Gm16150	0	0	0	0	0	0	0	0
Gm16151	0	0	0	0	0	0	0	0
Gm16152	0.0631802165927865	0.0665513370057756	0.0327965881505815	0.142876225038045	0	0.0229277654826313	0	0.0374009968446106
Lonrf2	0.00352927529204309	0.00520271323713126	0.024063981909082	0.00657977510868263	0.00261968488858349	0	0	0
Chst10	0.0235078416174936	0.0249122646698682	0.0643774921885668	0.0286208771565819	0.110578362656324	0	0.00491557983196582	0.00783697831194622
Gm37707	0	0	0	0	0	0	0	0
Nms	0	0	0	0	0	0	0	0
Pdcl3	0.769588795493971	0.842668280569248	0.758379674569733	0.806181489222828	0.357329438134972	1.06625279517445	0.840790676203176	0.840309723790574
Gm37821	0	0	0	0	0	0	0	0
Npas2	0	0	0.00113766341681735	0	0	0	0	0
Rpl31	29.717908364941	27.5689759898557	30.0242037313326	28.979144886779	23.0837668246137	27.4654945620831	31.4496186710395	24.1521015203944
Tbc1d8	0.00665831316512597	0.00347212150500463	0.0134144358786708	0.00975321361558412	0.0281229221909491	0.0235797680754964	0.0267487752301381	0
Cnot11	0.421048750019859	0.405087395615286	0.504063380616746	0.440042219750058	0.209866895832044	0.377157111650683	0.322492408786571	0.328260005346788
Rnf149	0.488389243304403	0.483972484448577	0.475633251949656	0.513385339154538	0.190133075473792	0.330450290946217	0.791280571627516	0.463413965770462
Creg2	0.000573075722042458	0.000844712312104305	0.00379541246361088	0.00229821658393087	0	0	0	0.00951183367227167
D930019O06Rik	0	0	0	0	0	0	0	0
Rfx8	0.00155676129283329	0.00415283077083737	0.000748872497567662	0	0	0	0	0.0126610485373957
Gm3646	0	0	0	0	0	0	0	0
1700066B17Rik	0	0	0.00116706609503769	0	0	0	0	0
Map4k4	0.669086801395699	0.735956977857388	0.62312808662068	0.878015377185658	0.0648004634593134	0.971811388212466	0.204879584410509	0.600437653752399
Il1r2	0.00730468488241005	0.0166164707893408	0.0108258225840629	0	0	0.00417392407715582	0.0214104377858674	0.0102102494568147
Gm16894	0.00145514161716138	0.000848284704705732	0	0	0.00295479896286556	0	0.018918695028168	0
Il1r1	0.00178749842064073	0.00235530515590536	0	0.0058362237810483	0	0.00717903324482455	0.0212401536174551	0.012458621802339
Il1rl2	0.00377386617603763	0.00309473937624568	0	0	0	0.00871978628212338	0.0091712635473553	0
Il1rl1	0	0	0	0	0	0	0.0166169679445992	0
Il18r1	0	0	0	0	0	0	0	0
Il18rap	0	0.0016597090781759	0	0	0	0	0.170852114248939	0
Gm35801	0	0	0	0	0	0	0	0
Slc9a4	0	0	0	0	0	0	0	0
Slc9a2	0	0	0	0	0	0	0	0
Gm37623	0	0	0	0	0	0	0	0
Gm37915	0	0	0.00083158119176229	0	0	0	0	0
Mfsd9	0.00398195540239083	0.00878941075373377	0.00889140431421255	0.0038031027681031	0.00229695017846154	0	0	0.0270272455017175
Tmem182	0	0	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0	0	0
Gm28634	0	0	0	0	0	0	0	0
Gm29260	0.00506532232165128	0.00146644337622191	0.000840386910772172	0	0	0	0	0
Gm9915	0	0	0	0	0	0	0	0
Gm29664	0	0	0	0	0	0	0	0
Gm28175	0	0	0	0	0	0	0	0
Gm28140	0	0	0	0	0	0	0	0
Pantr1	0.0631090466309625	0.0365862152447438	0.97676962307652	0.0112080640535297	0.00732005921807228	0.0207400619082912	0.00419259788458281	0
Pou3f3	0.0375771361303298	0.0115075689508881	0.2062844812693	0	0	0	0.00445601820907281	0
Dalir	0	0	0	0	0	0	0	0
Mrps9	0.655071558075851	0.596107300188299	0.664331444785712	0.653394710171505	0.441075981706189	0.510389984931316	0.579183904019824	0.552248282154496
Gpr45	0.0405998804898633	0.031883574881574	0.0175756159185685	0.0204613688085822	0.00132495274224807	0.0256524425611411	0	0
Tgfbrap1	0.0451896215153804	0.0462411623200071	0.0322985782500334	0.0741682954616299	0.0104496814012162	0.0556501443871709	0.0952848171357589	0.046766470239632
Gm28782	0	0	0	0	0	0	0	0
8430432A02Rik	0.00230321442332028	0.000684385638988629	0.00342409935914556	0.00425645744052412	0	0	0	0
AI597479	0.134910912314865	0.128099588488124	0.141955421271457	0.0889533643549472	0.0281782548126158	0.0271309803026841	0.0605276467202683	0.0890006415239454
Fhl2	0.0795192612507089	0.34464110667815	0.110223600178449	0.241445368308054	0.00417100494055301	0.18880862700761	0.137737310033968	0.344081741207427
Gm29040	0	0	0	0	0	0	0	0
Nck2	0.0634483501178791	0.0498907393468071	0.033419124258055	0.0405787456795676	0.0202742582577518	0.0545162331668698	0.0345169820199107	0.0246424080517343
1500015O10Rik	0	0.000839732091873409	0	0.00210550695343671	0	0	0	0.00632084481883511
Gm29155	0.00096366798245893	0	0	0	0	0	0.00379052497633765	0
Gm29157	0	0	0	0	0	0	0	0
Gm29156	0	0	0.00137159734915708	0	0	0	0	0
Uxs1	0.240350305487155	0.251081633723843	0.17364017423259	0.274128022864633	0.0774966745883902	0.278566831583485	0.127370651298998	0.269394808265485
Tpp2	0.410457533511514	0.441499473901777	0.397275477842292	0.398205827024775	0.218421960979492	0.623966913986449	0.502786102085765	0.452621842418416
Mettl21c	0.00238531017507112	0.00434677025039501	0.00118849903743463	0.00289490063253579	0	0	0	0
Gm8251	0.0119430871837229	0.01631066269569	0.0106208896391431	0.0270446743633335	0	0.039972593659184	0.0547129195694267	0.00299656533681095
Tex30	0.678037401316995	0.671520322672312	0.776347756927273	0.681093638944907	0.404767761247357	0.646619748398056	0.865043242175328	0.65207602274655
Kdelc1	0.301734771257117	0.279094207721451	0.24881011120722	0.346239586914521	0.0806807531113488	0.147900431922224	0.151318570053107	0.270225836533159
Bivm	0.137049113495259	0.0973980708262942	0.125571767007694	0.0856087494354654	0.049184608883	0.046334949908876	0.0957252378542328	0.130546259983412
Ercc5	0.0809361131797151	0.122636603643679	0.121390497349367	0.12224228636585	0.0510507305134281	0.0977230134723994	0.0457582687530472	0.188305363223093
Mettl21e	0	0	0	0	0	0	0	0
Gulp1	0.106858245894013	0.140139672621832	0.104009146443594	0.123484352770815	0.00415354665118224	0.0826569868705753	0.035146345078168	0.0735107302779758
4930521E06Rik	0	0	0	0	0	0	0	0
Col3a1	1.05220668744954	5.03031931935794	0.168087766125984	3.144264824837	0.099079596197718	0.291187664151095	0.124991481288627	5.54736460799694
Col5a2	0.160647931008049	0.302145560823042	0.0545250105988182	0.157857175581209	0.00748918567716556	0.192316226075132	0	1.6555128179401
Wdr75	0.54827667858917	0.44308127829314	0.473061888190494	0.467793055801146	0.427975846191687	0.423950908515976	0.477885345679281	0.334851850269935
Gm5269	0	0	0.00133261958228506	0	0	0.0021078036159371	0	0
Slc40a1	0.0144563723649437	0.0137663759309609	0.00971478821896204	0.0213811358372069	0.032884730615477	0.068477410875225	0.0083214127177037	0.103456350726336
Dnah7b	0.00939360078523788	0.0233103408236839	0.00817561761778208	0.0146282231028756	0	0	0	0.0218148194350808
Dnah7c	0	0.00150245124921309	0.00311158635668914	0.00142134288475752	0	0.0105443077082053	0	0.00299656533681095
Slc39a10	0.445030604662692	0.490180520550421	0.367391449999507	0.465535137419351	0.0245984127779824	0.59752494776191	0.283718542550072	0.474289722383559
Gm28151	0.00862906354702079	0.00387170572520391	0.00718912173253555	0.00802111580265574	0.00258195846196866	0	0.0107984125259136	0.0121653169247539
