0	1	2	3	4	5
Snhg6	0.31521637461463	0.28799796736712	0.363481011953933	0.167594774967958	0.371133904563354	0.103805509996471
Tcf24	0	0	0	0	0	0
Ppp1r42	0.000982865917234904	0.00383156329308668	0.00557257997299398	0.3235430555463	0	0
Gm15818	0	0	0	0	0	0
Cops5	0.877535722093879	0.864014051268912	0.826408016757786	1.35656873986352	0.509023096808465	0.103805509996471
Cspp1	0.373048795604591	0.332494541802745	0.284261245553801	1.75923920309324	0.845810089883219	0
Arfgef1	0.368922815070845	0.293384978122838	0.296496163787648	0.519937575011884	1.16920032656229	0
Cpa6	0	0	0	0	0	0
Prex2	0.0143286797028104	0.00609379856386419	0.00456907034738943	0.00399691757716449	0	0
A830018L16Rik	0.00185395932874194	0.000259729546739734	0.00289620709379513	0.121068612575225	0	0
Gm17644	0	0	0	0	0	0
Gm29663	0	0	0	0	0	0
Sulf1	0.00141418901708786	0	0	0	0.201142489339448	0
Slco5a1	0	0.000766989037272292	0	0	0	0
Gm29283	0	0	0	0	0	0
Prdm14	0.000565110155509838	0	0	0	0	0
Ncoa2	0.114713889397551	0.140242369167772	0.0961970336598407	0.164238387753037	0	0
Gm29570	0.000270236600250617	0	0	0	0	0
Tram1	1.25980269484228	1.20745730826949	1.10966603754923	0.836603028329289	1.44065608363961	0
Lactb2	0.157040802625906	0.188421480864548	0.106129442050252	0.0746509020791269	0	0
Xkr9	0.000609943618031836	0	0	0	0	0
Eya1	0.034283397390081	0.0284859782298315	0.0381901292498512	0.0405645733193126	0	0
Gm9947	0	0	0	0	0	0
Msc	0	0	0.00516663181515363	0	0	0
Trpa1	0	0	0	0	0	0
Kcnb2	0.0142015623225994	0.0155893961292706	0.00497689918913732	0.00333018963431854	0.834722434897569	0
Terf1	0.178312988844732	0.113319078705786	0.157177871978121	0.253131076215822	0.160611609007099	0
Sbspon	0.0339437536284961	0.00218039812685852	0.0102031658995435	0.00315182001846967	0	0
4930444P10Rik	0.0056932318090419	0.00550145070242559	0.00998616328580029	0.903243700014345	0	0
Rpl7	31.497056849051	32.8116496810622	30.2137681534061	22.2501189188865	18.5447006611868	6.21147833638178
Rdh10	0.131606960690623	0.106224185678381	0.245772319016667	0.0585233059616704	0	0
Gm28095	0	0	0	0	0	0
Stau2	0.216244327114079	0.169095967034619	0.208220725651794	0.248361410795526	0.362797830101065	0
Gm7568	0	0	0	0	0	0
Ube2w	0.47284843008631	0.552393617584648	0.458588994475689	0.363831940203564	0.949289458617235	0
Tceb1	2.03977948140277	1.84192567433217	1.6361794481142	2.18466998973876	2.47376883582947	0.169181836638019
D030040B21Rik	0.00459172223929724	0.00139991965656291	0	0.0255567970898023	0.150475502588179	0
Tmem70	0.395639604756377	0.325402867644812	0.402445737451022	0.42741665918695	0.197495753841292	0.125006250312516
Ly96	0.031201448831436	0.0257545585065272	0.0411333694863284	0.0352114278156625	0	0
Gm28376	0	0	0	0	0	0
Jph1	0.0109265368616987	0.00931814898545476	0.0157228633766929	0.0069264357115943	0	0
Gm28783	0	0	0	0	0	0
Gdap1	0.000282126395672226	0	0.00117250338853479	0	0.197355437142293	0
Gm28784	0	0	0	0	0	0
Pi15	0	0	0	0	0	0
Gm28154	0	0	0	0	0	0
Gm16070	0	0	0	0	0	0
Crispld1	0.000248542725650263	0.000296194387874607	0.00274103646811969	0.0069264357115943	0	0
Gm28153	0	0	0	0	0	0
Crisp4	0	0	0	0	0	0
Defb18	0	0	0	0	0	0
Defb41	0	0	0	0	0	0
Gm29006	0	0	0	0	0	0
Gm15825	0	0	0	0	0	0
Tfap2d	0	0	0	0	0	0
Tfap2b	0	0	0	0	0	0
Gm28340	0	0	0	0	0	0
Pkhd1	0.0190618128575018	0.0203556428979572	0.0240101964890939	0.00731899396036618	0	0
4930486I03Rik	0	0	0	0	0	0
Gm28653	0.000688409294021124	0.000542498226030801	0	0	0	0
Il17a	0	0	0	0	0	0
Il17f	0	0	0	0	0	0
Mcm3	0.163207161451677	0.0724307406240681	0.161050232050495	0.184587302504431	0	0
Gm28065	0	0	0	0	0	0
6720483E21Rik	0.00302089697615177	0.00347092356938143	0.0048390552883381	0	0	0
Paqr8	0.0340679809724534	0.0318050135380176	0.0737572213455884	0.0100883325019693	0	0
Efhc1	0.00761621715489053	0.00600592629476708	0.0123406973122115	1.03888644030828	0	0
Tram2	0.0211824020123674	0.0252139170408074	0.0169901149076834	0.0380344595571644	0	0
Gm28287	0	0	0	0	0	0
Tmem14a	0.184618138433282	0.241144640069264	0.246207908232662	0.127607511069784	0.248570718369376	0
Gsta3	0.0141955959032029	0.0126658830281154	0.324183215008843	0.0825792766578103	0	0
Gm28836	0	0	0	0	0	0
Khdc1a	0	0	0	0	0	0
Khdc1c	0	0	0	0	0	0
Khdc1b	0	0	0	0	0	0
Kcnq5	0	0	0	0	0.147950880307738	0
Gm26580	0	0	0	0	0	0
Rims1	0.000553520596965146	0	0.00133248054578403	0	0	0
4933415F23Rik	0	0	0	0	0	0
Gm27028	0	0	0	0	0	0
Gm29107	0.0301808739389446	0.0264978689356493	0.0239781870093672	0.0254575570674552	0	0.103805509996471
Ogfrl1	0.173420563208165	0.130070418031494	0.0585697509608235	0.10034137353599	1.34032724890659	0
Gm28822	0	0	0	0	0	0
B3gat2	0.0022432925357228	0.00117503327416215	0.00450289497321082	0.00523255022986593	0.376785709266112	0
Smap1	0.860981749715137	0.909388557269741	0.744806686596097	0.850902093088718	1.54415667142433	0
Sdhaf4	0.60472507635997	0.545692598336376	0.661351889038592	1.54709116647719	1.13437404136873	0
Fam135a	0.0773957051771602	0.0567214280283735	0.0509167964115001	0.0806259996831745	0.31870937666662	0
Col9a1	0.100618735445471	0.0154461430818696	0.00658902990516825	0.0431856381774289	0.160611609007099	0
Col19a1	0	0	0	0	0	0
Lmbrd1	0.16098915750405	0.185188083571276	0.152072362872406	0.360820584337502	0.156011107990889	0
Gm28237	0	0	0	0	0	0
Gm29414	0	0	0	0	0	0
Adgrb3	0.000260877244082358	0.000526833250638074	0	0	0	0
4931408C20Rik	0	0	0	0	0	0
Gm5524	0	0	0	0	0	0
Gm597	0	0	0	0	0	0
Gm9898	0.000247447186357227	0	0	0	0	0
Phf3	0.37799858721552	0.331539897650791	0.43070892612188	0.633513155175688	0.573052698791459	0
Ptp4a1	3.11008298889335	2.90924553588278	3.73874293046637	1.81399852080533	2.57302756009475	0.826725890731392
Gm29669	0	0	0	0.00379073907281555	0	0
Gm28644	0	0	0	0	0	0
4931428L18Rik	0.00035636662699237	0	0	0.00855082352981416	0	0
Gm29128	0.00018718496185966	0.000592173947544047	0	0	0	0
Lgsn	0.000846700332600825	0.000341044206422872	0.00148718566471994	0.0101996687147601	0	0
Pih1d3	0	0	0	0	0	0
Khdrbs2	0	0	0	0	0	0
Gm5415	0	0	0	0	0	0
Gm37724	0	0	0	0	0	0
Gm37591	0	0	0	0	0	0
Prim2	0.0896910732722513	0.0740910638681882	0.0683996692473641	0.0596274103460395	0.197495753841292	0
Rab23	0.0467140938393263	0.0406780021983612	0.0497494864461469	0.261828933790025	0	0.345901072293324
Bag2	0.236844637020877	0.340942270000841	0.257718746258623	0.502586206955694	0.630430025020677	0.624651620838487
Zfp451	0.178602725967017	0.162029746497332	0.167105092161723	0.246195768580729	0.488700939086513	0
Bend6	0	0	0.000954806160027422	0	0	0
Dst	0.0270576450975955	0.041023730548923	0.0471754770373358	0.169992054945763	0.391469887021942	0
Gm37958	0	0	0	0	0	0
Gm37233	0.00244772336545432	0.00134772090722676	0.00218780380002512	0	0	0
Ccdc115	0.321864415144256	0.265043043576245	0.422936632751928	0.206649793860917	0.256429981793471	0
Gm28306	0.000315180611097383	0.00038063395346217	0	0	0	0
Imp4	0.333374508065145	0.364127212342624	0.332866674184807	0.264000119589665	0.444837707894724	0
Ptpn18	0.204059710977687	0.183832750663812	0.278199899588986	0.166731221230357	0.150475502588179	0
4930568A12Rik	0	0	0	0	0	0
Prss39	0	0	0	0	0	0
Cfc1	0.00102532944948874	0.00192220478476186	0.011444688534721	0.00986264286875945	0.577116876380831	0
Prss40	0	0	0	0.00713705573612307	0	0
1700101I19Rik	0	0	0	0	0	0
Amer3	0	0	0	0	0	0
Arhgef4	0.0181672375870382	0.0141293766881137	0.0217658676744131	0.0313190145737319	0.158097767659521	0
Gm38336	0.0026901994903598	0.00261914528073393	0.000599495584415273	0.00955178279356737	0	0
Fam168b	0.293784096776618	0.262448839997849	0.235896169319758	0.272465995938348	0.507507723146159	0.323060024552562
Plekhb2	0.194092393041094	0.244475579194127	0.159734020096344	0.0862481476687603	0.201142489339448	0
Gm37068	0	0	0	0	0	0
Gm28415	0	0	0	0	0	0
1110002O04Rik	0	0	0	0	0	0
Gm37146	0	0	0	0	0	0
Gm33222	0	0	0	0	0	0
4930535G08Rik	0	0	0	0	0	0
Hs6st1	0.0731912061023066	0.0724777284261484	0.0503285806801863	0.0775288547735059	0.311087111595278	0
Gm37335	0	0	0	0	0	0
Gm33280	0.000694029617158688	0.000810231198328563	0	0.00351388370591042	0	0
Uggt1	0.108480105595924	0.0854635958126395	0.0948403222086643	0.134080286878267	0.128214990896736	0
Neurl3	0.00200399885836508	0.00174621941216515	0.00425707609502779	0.00372778519607032	0	0
Arid5a	0.0415786283996641	0.0563222426605557	0.0435577036690136	0.0538587555033264	0.242918913666618	0
4930403P22Rik	0.00549208360695354	0.00423114522511293	0.0013553083021443	0	0	0
Kansl3	0.135133654986648	0.14282522711658	0.128387720026318	0.164204342309519	0.352863683118436	0.103805509996471
Fer1l5	0	0	0	0.00892802936964541	0	0
Lman2l	0.220242483589495	0.242631230673229	0.275150006487392	0.327880375814818	0.663748518707455	0
Cnnm4	0.0355391247941422	0.0588870928817945	0.0468385190593354	0.0619565984901185	0	0
Cnnm3	0.0468274766812717	0.0461121116636908	0.049372312289672	0.0817657500708342	0	0
Gm38033	0.00165829072638744	0.00124892453618657	0	0	0	0
Ankrd23	0.00213463372509904	0.00202310925836373	0	0	0	0
Gm43543	0	0	0	0	0	0
Ankrd39	0.158165128645729	0.172205592706855	0.176086064464847	0.219528766426399	0	0
Sema4c	0.0873138693230158	0.085300856822037	0.0661620315415014	0.0503947355955408	0	0
Fam178b	0.0358210056408197	0.00272564668086255	0.0192113103723262	0.0160782201521182	0	0
Cox5b	5.87156408579519	5.90152756809928	5.14318459983276	7.44510971303317	6.06280069137481	1.07016310247537
Actr1b	0.39587305270871	0.408101463465436	0.333958432469807	0.55001631628308	1.56380405483022	0
4933424G06Rik	0.000488074962066814	0	0	0	0	0
Gm33533	0.000217955092576317	0.00186331424587536	0	0	0	0
Zap70	0	0	0	0.0074733780813902	0	0
Tmem131	0.0739077987445723	0.0659971820202084	0.084557958739189	0.231618884776269	0	0.103805509996471
Vwa3b	0.00144895843927217	0	0.00130146056411808	0.0829868240664117	0	0
Gm37020	0	0	0	0	0	0
Cnga3	0	0	0	0	0	0
Inpp4a	0.0292936960308797	0.0226963565417975	0.00605111871009522	0.0340074721575388	0	0
4930439A04Rik	0	0	0	0	0	0
Coa5	0.144759945497577	0.118676992919233	0.120058466424441	0.11186488059152	0.242918913666618	0
Unc50	0.612871350333222	0.563392989771373	0.570308329315582	0.68343306153653	0.935109801724543	0
Mgat4a	0.0732584457241539	0.0601166192201109	0.0806417378074513	0.0570913799816333	0	0
2010300C02Rik	0.089104736402483	0.0957111929731641	0.0613977960124341	0.399126063579045	0.3620067301926	0
4930556I23Rik	0	0	0	0	0	0
Tsga10	0.022598061139746	0.0257599649885757	0.0283150918883631	0.317775977025233	0.137889192245112	0
Gm26805	0	0.00171709811824922	0	0	0	0
Lipt1	0.0373499026294669	0.0343025096732798	0.040688872655027	0.105309442968585	0.147950880307738	0
Mitd1	0.360679820296688	0.368584946169747	0.393122925903837	0.318936022189829	0.3620067301926	0.103805509996471
Mrpl30	2.42259783479582	2.54409885335308	2.36446595316689	2.032441138672	1.61003696523859	0.580996129394778
Lyg2	0	0	0	0	0	0
Gm15457	0	0	0	0	0	0
Lyg1	0	0	0	0	0	0
Txndc9	1.16463274829568	1.35047950256744	1.07764165734734	1.29447697999952	1.23471229883095	0
Eif5b	1.78015885168653	1.64682570233658	1.70788979482895	1.99113097550404	1.06391018688828	0.426865534549032
Rev1	0.0869575671726927	0.0803635756231154	0.058930748260548	0.0930218386449823	0.201142489339448	0
Gm5099	0	0	0	0	0	0
Aff3	0	0.000734902032734307	0	0.00897475938670084	0	0
Gm16150	0	0	0	0	0	0
Gm16151	0	0	0.000883702146424143	0	0	0
Gm16152	0.000883005895213927	0.000783864822214559	0.00117250338853479	0	0	0
Lonrf2	0.00432923335418173	0.00311287599913314	0.00143198120159442	0	0.197495753841292	0
Chst10	0.0017394431813418	0.000982554079267476	0.000975237738579722	0.00523255022986593	0	0
Gm37707	0	0	0	0	0	0
Nms	0	0	0	0	0	0
Pdcl3	0.692338782097912	0.716674396918475	0.623963603666072	0.562346671725423	0.449713207708824	0
Gm37821	0	0	0	0	0	0
Npas2	0.0322750069505965	0.032328487917497	0.0595856948211453	0.0265132127917282	0	0
Rpl31	33.3784415351242	35.0879316487569	33.4184179609774	20.5599230248495	25.4872302154461	8.85886251773227
Tbc1d8	0.0883267454855827	0.135169429543854	0.0818290086846343	0.0894676954526869	0.197495753841292	0
Cnot11	0.227137050406919	0.219485004441697	0.258767824499653	0.291238027978109	0	0
Rnf149	0.704075116879738	0.64382326432942	0.636593467094812	0.73392439759292	1.27790829733441	0
Creg2	0.000270236600250617	0	0	0.00717104961218964	0	0
D930019O06Rik	0	0	0	0	0	0
Rfx8	0.00375281803037456	0.00206456910012089	0.00186076384766965	0.00565589106301341	0	0
Gm3646	0	0	0	0.0062226204699323	0	0
1700066B17Rik	0.0025586810823017	0	0	0	0	0
Map4k4	0.236911893840424	0.179039270434734	0.192739366489937	0.237869838853533	0.399883934371549	0
Il1r2	0.00492047311062032	0.00514485283378877	0.0414341531167731	0.0229656126234399	0	0
Gm16894	0.000540901843691552	0.000511566309634308	0	0	0	0
Il1r1	0.0692951604957126	0.0642184883965803	0.0790501492329009	0.0641711217597423	0	0
Il1rl2	0.0103390711276244	0.00369953278764152	0.00640944834444421	0.00694255909128521	0	0
Il1rl1	0	0.001217075495234	0	0	0	0
Il18r1	0.447207260513915	0.774243793305106	0.571833362602484	0.392964789545741	0.147950880307738	0.103805509996471
Il18rap	0.00214446884781132	0.000557786391239184	0.00132910147423936	0.00478551787438781	0	0
Gm35801	0	0	0	0	0	0
Slc9a4	0	0	0	0	0	0
Slc9a2	0.000573829309307483	0.000734887335892309	0.00336749451905135	0.00668562710513683	0	0
Gm37623	0	0	0	0	0	0
Gm37915	0.000506090316169297	0	0	0.00587050832731606	0	0
Mfsd9	0.0257501962752487	0.0112692526881316	0.0234047722409169	0.0070193762863007	0	0
Tmem182	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0
Gm28634	0	0	0	0	0	0
Gm29260	0	0	0	0	0	0
Gm9915	0	0	0	0	0	0
Gm29664	0	0	0	0	0	0
Gm28175	0	0	0	0	0	0
Gm28140	0	0	0	0	0	0
Pantr1	0	0	0	0	0	0
Pou3f3	0	0	0	0	0	0
Dalir	0	0	0	0	0	0
Mrps9	0.545100114301775	0.458873244894254	0.543884118546786	0.405875725982409	0.768918556827961	0
Gpr45	0	0	0	0.00249720437969693	0.242918913666618	0
Tgfbrap1	0.0441294722050276	0.0471491738066199	0.0430522443370323	0.0144504190640507	0	0
Gm28782	0	0	0	0	0	0
8430432A02Rik	0.00216343193867425	0.000334889183829514	0.00463550838421741	0	0	0
AI597479	0.0752487773448113	0.0750495239002265	0.0568632089750194	0.116637183123909	0.197495753841292	0
Fhl2	0.0264722050933156	0.00923902524948799	0.00870414881320429	0.0479192789158362	0.354726058886748	0
Gm29040	0	0	0	0	0	0
Nck2	0.0216654310131943	0.0141034104457699	0.0135990214094718	0.0395791943434113	0	0
1500015O10Rik	0.0839875166560029	0.0258901594372507	0.0142924198096232	0.851371396280776	0	0
Gm29155	0.0010242518528487	0.000626479823653447	0	0	0	0
Gm29157	0	0	0	0	0	0
Gm29156	0	0	0.00152301929436993	0	0	0
Uxs1	0.250001340185914	0.174697511979567	0.263593079313108	0.179644879274174	0.365388034154244	0.169181836638019
Tpp2	0.338525041678151	0.348708342193561	0.345393660636871	0.495751365629088	0.54897342906992	0
Mettl21c	0.000728076074971524	0.00104483995186708	0	0	0	0
Gm8251	0.0184955081537291	0.0112174561765815	0.00903954941576519	0	0	0
Tex30	0.326057590529732	0.243562316772129	0.274718180169861	0.882906708094982	0.128214990896736	0
Kdelc1	0.0998723616641934	0.0917464992106114	0.083860310145918	0.0499423744271768	0.362797830101065	0
Bivm	0.04674089204207	0.0388918735240922	0.0327187889188339	0.0356301291038469	0	0
Ercc5	0.0769571201300576	0.0616703374525667	0.0699768741966115	0.0878047227738451	0	0
Mettl21e	0.000461645456750861	0.000805584440233207	0	0	0	0
Gulp1	0.00491190392597754	0.00567477463332072	0.00765074766375694	0	0	0
4930521E06Rik	0	0	0	0	0	0
Col3a1	0.0281726286911846	0.00933038472673646	0	0.00333018963431854	0	0
Col5a2	0.0103193139364561	0.0038081547946992	0.00425050889857041	0.0183458719369434	0	0
Wdr75	0.145752659219318	0.117097488251926	0.169518873027446	0.14910422691912	0.150475502588179	0
Gm5269	0	0	0	0	0	0
Slc40a1	0.0466648872934864	0.0235517211140076	0.0171423377671486	0.0139481718368458	0.515781453796767	0
Dnah7b	0.00402230437595104	0.00115719832618287	0.00360257418337738	0.188085343736151	0	0
Dnah7c	0.000890103430243825	0.00203821621552723	0.000784447543012239	0.0221778338128785	0	0
Slc39a10	0.118192550944611	0.114745446019546	0.103222680093902	0.213146410928285	0	0
Gm28151	0.00583024995961543	0.00472928377820946	0.000410368535567051	0.00275955094379402	0	0
Gm28826	0.000619468034303414	0	0.0015637265480111	0	0	0
C230029F24Rik	0	0	0	0	0	0
4933411E06Rik	0.00152635611792972	0.00331757097950533	0.00232786505658525	0	0	0
Gm29665	0	0	0	0	0	0
Gm28321	0	0	0	0	0	0
Tmeff2	0	0.000467550368032272	0.000693265892427318	0.00238315168951156	0	0
Gm28322	0	0	0	0	0	0
Gm28319	0	0	0	0	0	0
Gm29325	0	0	0	0	0	0
9330175M20Rik	0.000397183949907796	0.00395480795686489	0.00132741835713394	0	0	0
Sdpr	0.388566235507015	1.39382366115788	0.785665057313441	0.475140805883867	0	0
1700072G22Rik	0.00101233215059414	0.000519541730942638	0.000814888335851338	0	0	0
Nabp1	0.209999552141712	0.400343931662462	0.205551925033276	0.124402670101172	0.160611609007099	0
Gm17767	0.00390037160003149	0.00569184554852802	0.00375883039129775	0.0105935121094437	0	0
Gm28055	0	0	0	0	0	0
Myo1b	0.103366181541459	0.0592543725635616	0.15659232802412	0.123155592257152	0.391469887021942	0
Stat4	0.00211991014856801	0.00110951721634216	0.00210098819979978	0	0	0
Stat1	0.0328368449479396	0.0386329932907484	0.0360033798401691	0.0409768525747685	0	0
Gls	0.154727782942978	0.229998616478212	0.202039248835812	0.187157759799476	0.979300535685216	0
Nab1	0.228803228866026	0.317903613997542	0.338743424308728	0.237016065775982	0	0
Gm553	0.000633043610374318	0.00191143230057409	0	0	0	0
Gm28178	0	0	0	0.0110042597489488	0	0
Tmem194b	0.0165838017917394	0.00818846780146349	0.0160702106223107	0.0102705916316852	0	0
Mfsd6	0.149671677555105	0.134717922591002	0.178956996116955	0.161415404194247	0.471854268611578	0
Inpp1	0.0791253630382465	0.0435921414777378	0.0976690018038215	0.172130599514627	0.147950880307738	0
Hibch	0.188007203610268	0.201659521345915	0.190899897560819	0.402318254549629	0.617605488021775	0
1700019D03Rik	0.0141296436139312	0.00650755310991207	0.0460736586853139	0.0156829380045181	0	0
Mstn	0	0	0	0	0	0
1700019A02Rik	0	0	0	0	0	0
Pms1	0.0290097340166653	0.0132554114887376	0.0368479704129232	0.022777055276278	0	0
Gm28777	0	0	0	0	0	0
Ormdl1	0.396184033218044	0.340334974978042	0.33239842022745	0.225791815223485	0	0.197753520012656
Gm28778	0	0	0	0	0	0
Osgepl1	0.162075278155765	0.128590133530691	0.120759273902658	0.0912144234384139	0.150475502588179	0
Gm28551	0.00188743457944646	0.00308174888652053	0.00185443260389227	0	0	0
Asnsd1	0.483849102219992	0.397371616965036	0.525068634045887	0.369554181474522	0.165442392958772	0.372800477184611
Dnah7a	0.0262858087804599	0.00525628393873876	0.00846998144620298	0.188615101797312	0	0
Stk17b	0.0967494714187906	0.0928434335812171	0.142621389950959	0.130869550285215	0.242918913666618	0
Hecw2	0.0101366909975643	0.000925543121023801	0.00819453034673934	0.0361838032036425	0.158097767659521	0
Ccdc150	0.00129023508851281	0.000490956001308692	0.0011804257087276	0.117514114348787	0	0
Gtf3c3	0.132260135804984	0.13288125765165	0.122747388628365	0.21721871109189	0.362999789537356	0
Pgap1	0.0803347726897295	0.0788486170000875	0.0757231482586606	0.0407419790625677	0.156011107990889	0
Ankrd44	0.105752400691206	0.187362179040022	0.0497314939067544	0.171563452141289	0	0
4930444A19Rik	0.00145629407502856	0.000438603185697747	0	0	0	0
Sf3b1	1.44261843143515	1.38434119249704	1.38626361219084	1.54362332286616	1.37207551208103	0.293070405143719
Coq10b	0.369154983548075	0.500688346587388	0.298175786612453	0.212359834370134	0.197355437142293	0.207611019992941
Hspd1	1.89495039361919	1.24096812455286	1.75548928852538	2.09548360064021	0.147950880307738	0.971445087392547
Hspe1	4.72100003996624	3.79925186195451	4.58689215185156	3.58676194584104	3.26809199362431	0.830695703838228
Mob4	1.04003340053983	0.97103985160255	0.9635963575287	0.910172288873709	1.98543624297411	0.641493107755453
Rftn2	0.00234402478939202	0.000588015722129172	0.00455509417715845	0	0	0
Gm10561	0.0013472060963969	0.00199919933118295	0.00520621035737816	0	0	0
Mars2	0.0232496871123437	0.0179835141775863	0.0306305099365532	0.0404635845349405	0	0
Boll	0	0.000594978925251489	0.0031023589744709	0.00474979955845863	0	0
Plcl1	0.00541862260183978	0.00810139179167273	0.00487752440317655	0.0101996687147601	0	0
9130227L01Rik	0	0	0	0	0	0
1700003I22Rik	0	0	0	0	0	0
Gm28240	0	0	0	0	0	0
Hsfy2	0	0	0	0	0	0
Satb2	0.00478143239455715	0.00448301299140882	0.00479416655958998	0.00583389046987321	0	0
1700126A01Rik	0	0	0	0	0	0
BC055402	0	0	0	0	0	0
4930558J18Rik	0.0101262151979639	0.00259917614551103	0.0152195870062191	0.00710876312202606	0	0
1700066M21Rik	0.0282165068206464	0.0173119298512506	0.0339855183771507	0.18473672483671	0.242918913666618	0
Tyw5	0.115353938281195	0.10174560051083	0.0929157069641407	0.126708252967697	0.165442392958772	0
9430016H08Rik	0.308693405857328	0.294145475998896	0.287251559343544	0.26160146636928	0.321453500949661	0.373385109401837
Spats2l	0.269984090090809	0.395832482627228	0.264281119863786	0.242265775132724	0	0
Gm17234	0	0	0	0	0	0
Kctd18	0.0476817064437123	0.0584154493483354	0.0512512956587159	0.0309437291356187	0.248570718369376	0
Sgol2a	0.149907619268867	0.0178572947732242	0.0712775482873732	0.129312625966984	0	0
Aox1	0.0124660710253924	0.0072595879336998	0.0189135554373375	0.00404802905513335	0	0
Aox3	0.0790492418267034	0.0126280250790764	0.187392236347562	0.044760316401303	0.160611609007099	0
Aox4	0.00154027292934196	0	0.00599992556208803	0.00325194368674157	0	0
Gm15759	0	0	0	0	0	0
Aox2	0.00140072005980914	0	0	0	0	0
Bzw1	1.49627821705034	1.3301624728995	1.23751111395735	1.56195306961956	1.17682584312227	0
Clk1	1.6650217585612	1.85250479055941	1.34851832616184	1.42083839635592	2.31585337212788	0.189264895147248
Ppil3	0.36670127706525	0.351599319477144	0.370748021505348	0.51829317013363	0.961317837200526	0.537625298694509
Nif3l1	0.135267138733967	0.135158483367557	0.139566159032346	0.0883200882158667	0.295986959904633	0
Orc2	0.154479418578478	0.12060662541305	0.114487332387088	0.116100455932825	0	0
Gm15834	0.0115936248639166	0.0171634458900814	0.00737328766981886	0.0488322039689607	0	0
Fam126b	0.126865332813978	0.12419208863252	0.104991452926565	0.235362987345569	0.167892280312951	0
Ndufb3	1.61289160826895	1.51466239748533	1.80451565491143	2.20235118889467	1.75517777695704	0.228811760308986
Als2cr12	0.000354498387794507	0	0	0.0127285246483502	0	0
Cflar	0.219314714850824	0.220162092554686	0.169328210474187	0.214693199395591	0.194114449879649	0.103805509996471
Casp8	0.250729336486773	0.248602066091405	0.188931738777979	0.110955667670046	0	0
Trak2	0.0624955335477919	0.0745965819173137	0.0672543294097727	0.0535611135444701	0	0
Stradb	0.0702493545063063	0.0868201157252311	0.075802546230658	0.062337713215648	0	0.189264895147248
Gm29018	0	0	0	0	0	0
Als2cr11	0	0	0	0	0	0
Tmem237	0.221248932259017	0.229089994221249	0.192725934206792	0.589982494905338	1.00224510533345	0
G730003C15Rik	0.0342531776995578	0.0364741914459126	0.0320027765439888	0.0771950521576222	0	0
Mpp4	0.00125987077429541	0.0105973840358119	0.00603624012907681	0	0	0
Gm29017	0	0	0	0	0	0
Als2	0.0143489609412796	0.00777127271629071	0.0110407216985427	0.0312178003128633	0	0
Cdk15	0.000902544603577446	0.00297272087697305	0.00186681750552111	0	0	0
Gm29016	0	0	0	0	0	0
Fzd7	0.0589697120886465	0.0414520977656667	0.0301512238385424	0.0495758594430555	0	0
Gm26813	0	0	0	0	0	0
