0	1	2	3	4
A830018L16Rik	0.00645105319773182	0.00705314679559702	0	0.0141659644459279	0
Gm17644	0	0	0	0	0
Gm29663	0	0	0	0	0
Sulf1	0.0193905793688522	0.015356775308008	0.0263782952612314	0	0
Slco5a1	0.00619248493963236	0.0104813207123922	0.00696830119785098	0.0135283398427195	0
Gm29283	0	0	0	0	0
Prdm14	0	0	0	0	0
Ncoa2	0.133657402567304	0.176547170201129	0.0714563825677498	0.109067759418025	0.0470900917633545
Gm29570	9.70047644860125e-05	0.00160262469500834	0	0	0
Tram1	1.14179419766125	0.984876365485667	0.627583324388199	1.17388324038891	0.576390700163001
Lactb2	0.111329780690765	0.103504411551518	0.0700003668038843	0.126811893425058	0.0106081211532301
Xkr9	0.00026260462824901	0.00130253685516993	0	0	0
Eya1	0.0519855729966224	0.115321060369943	0.0241385599691296	0.0695247061485241	0.0532470021937765
Gm9947	0	0.000642200014595356	0	0	0
Msc	0.00035948214576879	0.00104974252864833	0	0	0
Trpa1	0	0	0	0	0
Kcnb2	0.0395808223553584	0.0716326535363828	0.0389525043767107	0.0305187165547825	0
Terf1	0.227302039824145	0.205914858759749	0.206055426932389	0.114776491404402	0.0703424007946373
Sbspon	0.00398699525593731	0.00575987533066531	0	0	0
4930444P10Rik	0.00192035000630882	0.000923858788248373	0	0	0
Rpl7	34.2525185597634	35.0192609827309	36.906482906164	35.584704961121	15.380904280792
Rdh10	0.115746289163119	0.0848432085241392	0.0658504346460964	0.0505884020919345	0.0238352072944827
Gm28095	0.00031962953658192	0	0	0	0
Stau2	0.335589981907983	0.327538128349759	0.265452166265416	0.332039274942117	0.0539748442324161
Gm7568	0	0	0	0	0
Ube2w	0.467232535035042	0.509823201111118	0.455787634516951	0.435996938022067	0.243963101050693
Tceb1	2.73251426661892	2.38044558674715	2.93978482640526	2.53980217576381	1.22501650379019
D030040B21Rik	0.0115771484013086	0.00659611253585261	0	0.0155756931962257	0
Tmem70	0.436504167648129	0.42487850174999	0.279405624262245	0.367160405073615	0.110299476110976
Ly96	0.0420717309722972	0.0450136328686631	0.0150466219581373	0.0683196206360252	0
Gm28376	0	0	0	0	0
Jph1	0.0230742352618399	0.0464114998954059	0.0105630752914881	0.010625906927388	0.0106081211532301
Gm28783	0	0	0	0	0
Gdap1	0.000970265939032786	0.00525554815692536	0	0	0
Gm28784	0	0	0	0	0
Pi15	0.000198488865303674	0	0	0	0
Gm28154	0	0.00019562234745878	0	0	0
Gm16070	0.000571581040409717	0.00114403905577751	0	0	0
Crispld1	0.0199673672616566	0.0360646916945246	0.0204147918716108	0.0160287222677672	0.0294825227605076
Gm28153	0	0	0	0	0
Crisp4	0	0	0	0	0
Defb18	0	0	0	0	0
Defb41	0	0	0	0	0
Gm29006	0	0	0	0	0
Gm15825	0	0	0	0	0
Tfap2d	0	0	0	0	0
Tfap2b	0.000495554872791064	0.000166488900917527	0	0	0
Gm28340	0	0	0	0	0
Pkhd1	0.0208171675133504	0.0241404235337726	0.0209591974215649	0	0
4930486I03Rik	0	0	0	0	0
Gm28653	0	0	0	0	0
Il17a	0	0	0	0	0
Il17f	0.00112583744490032	0.0007282452181063	0	0	0
Mcm3	0.75100316630866	0.575366616464228	0.59121799029416	0.54070647278594	0.26211517948175
Gm28065	0	0	0	0	0
6720483E21Rik	0.00245737386693663	0.00222826579711868	0	0.00725780522518429	0
Paqr8	0.00936789520946843	0.00988390047257218	0.0199220738833205	0	0
Efhc1	0.00274864573504995	0.00215713990941545	0.0034599406343386	0.00692978602206721	0
Tram2	0.0548956418049707	0.0367461589688132	0.00580467613099761	0.0255966001234133	0
Gm28287	8.68631325416743e-05	0	0	0.00587966904518879	0
Tmem14a	0.113533432418409	0.150258451345758	0.13137350686284	0.0857394558846432	0.050856223673103
Gsta3	0.00299244146208043	0.00862654584221874	0.00740039074063111	0	0
Gm28836	0	0	0	0	0
Khdc1a	0	0	0	0	0
Khdc1c	0	0	0	0	0
Khdc1b	0	0	0	0	0
Kcnq5	0.0019782664325996	0.00241986301955033	0.00633962646920843	0	0
Gm26580	0	0	0	0.00471151177807272	0
Rims1	0.001590268756229	0.00184978384190588	0	0	0
4933415F23Rik	0	0	0	0	0
Gm27028	0	0	0	0	0
Gm29107	0.0147108718095434	0.0126050036595455	0	0	0
Ogfrl1	0.197019641152866	0.209869182102982	0.129351346233677	0.104738367898354	0.108925052078645
Gm28822	0	0	0	0	0
B3gat2	0.00363024855568062	0.000862796643370522	0	0	0
Smap1	1.03642819479181	1.00833287935248	1.00352406972603	1.00483438754624	0.340001658812329
Sdhaf4	0.586614699286529	0.652135880093265	0.777920686868008	0.613196661741335	0.175880212900238
Fam135a	0.145533347053103	0.183730915292301	0.0740808390582006	0.291836060486361	0.0597276765146531
Col9a1	0.194261300869803	0.0605356295398012	0.042468005549966	0.380164933128026	0.0578824237710786
Col19a1	0.00202112655314975	0.000228113592670594	0	0	0
Lmbrd1	0.0790494349854988	0.124600750616711	0.0333444228504198	0.123236589365245	0.0326574905536896
Gm28237	0	0	0	0	0
Gm29414	0	0	0	0	0
Adgrb3	0.000216584386258327	0.00283543246474036	0	0	0
4931408C20Rik	0	0	0	0	0
Gm5524	0	0	0	0	0
Gm597	0	0	0	0	0
Gm9898	8.35576438281901e-05	0.000234998826415861	0	0	0
Phf3	0.54116315990328	0.64609384896866	0.21936779355171	0.489736135525968	0.189202667246249
Ptp4a1	2.64329338558512	2.93454127472648	3.1914155637872	1.65653140798491	0.313967256322865
Gm29669	0	0	0	0	0
Gm28644	0	0	0	0	0
4931428L18Rik	0	0.002036319766197	0	0	0
Gm29128	0.000156169670225878	0	0	0	0
Lgsn	0.000409470156601455	0.00107316817750783	0	0	0
Pih1d3	0	0	0	0	0
Khdrbs2	0.00157347938812173	0.00725535843086673	0	0	0.0232535967500773
Gm5415	0	0	0	0	0
Gm37724	0	4.62719640982864e-05	0	0	0
Gm37591	0	0	0	0	0
Prim2	0.204986657516772	0.153313000312713	0.206807547113308	0.148349889532327	0.0103832455949081
Rab23	0.0953233446911045	0.103648350037568	0.0595880768939789	0.0818722937131933	0.04491161804354
Bag2	0.322210115518762	0.318671656254286	0.360860058719555	0.28259181421605	0.128263184565091
Zfp451	0.305783357610051	0.305075436275423	0.130883318348907	0.224559805933288	0.0706243257940832
Bend6	0.00338304340509549	0.00171402754836121	0	0	0
Dst	0.0385448692789215	0.0998432374874039	0.0106287772016981	0.0308922360128636	0
Gm37958	0	0	0	0	0
Gm37233	0.00425692674259017	0.00198637996930333	0	0.00551883993984465	0
Ccdc115	0.494446908904023	0.538365356779518	0.561401971973868	0.469414416821797	0.197620636590603
Gm28306	0	0.000842617282998583	0	0	0
Imp4	0.513667066542193	0.485399341152272	0.66885105632054	0.445671984734872	0.390447731473393
Ptpn18	0.120401366287226	0.0803415731043698	0.0700725965562589	0.0792034412724327	0
4930568A12Rik	0	0	0	0	0
Prss39	0	0	0	0	0
Cfc1	0.00475061931133007	0.0162841103854458	0	0	0.0222742449587815
Prss40	0	0	0	0	0
1700101I19Rik	0	0	0	0	0
Amer3	0	0	0	0	0
Arhgef4	0.0443807497088173	0.0509171557941729	0.050036642228562	0.0724685865649609	0
Gm38336	0.00667143882742409	0.00840083118490519	0.0167865265732508	0	0
Fam168b	0.492556573929336	0.452392152990635	0.314838881130175	0.450050742263415	0.0977754138762454
Plekhb2	0.08862850743097	0.0996206797306636	0.0713016564491422	0.0746924059733968	0.0980387891857203
Gm37068	0	0	0	0	0
Gm28415	0	0	0	0	0
1110002O04Rik	0.000267295631106369	0	0	0	0
Gm37146	0	0	0	0	0
Gm33222	0	0	0	0	0
4930535G08Rik	0	0	0	0	0
Hs6st1	0.089423088624321	0.0991860801617792	0.0213427981709756	0.0518421361509921	0.0202983038737283
Gm37335	0	0.000584242375520151	0	0	0
Gm33280	0.00125535545193208	0.000503279508720784	0	0	0
Uggt1	0.194371072769799	0.16059878390201	0.068669243401174	0.160921098550114	0.0616816071252408
Neurl3	0.000453786474867026	0.0025284450205581	0	0.0175275858006291	0
Arid5a	0.00631647074402843	0.01698938070885	0	0.00555706213684599	0.0252620942276115
4930403P22Rik	0.00848242804363243	0.00969774236966134	0	0	0
Kansl3	0.173644009539292	0.200402632791388	0.0570377666817233	0.216821431781732	0.142259368905403
Fer1l5	0	0.000763405631918173	0	0	0
Lman2l	0.291781665969086	0.327947998398974	0.230232702680012	0.355864618458894	0.178534481052472
Cnnm4	0.038275855438743	0.0387552204314075	0.00803891477866054	0.0569343362071515	0.0103832455949081
Cnnm3	0.0947555304957643	0.107288865932613	0.0619823532281013	0.0922921979881451	0.0765604557579442
Gm38033	0.000482653470336697	0.00313288209193798	0	0	0
Ankrd23	0.00176505511213438	0.00177132452856508	0.00896161739270704	0.0125905892899411	0
Gm43543	0	0.000676657503136709	0	0	0
Ankrd39	0.162557130795691	0.187059980029931	0.131151828431931	0.145530620639112	0.0356453398225195
Sema4c	0.0969520921102308	0.130558842034486	0.0427075093885465	0.117413522394056	0
Fam178b	0.0133050052321489	0.00998196113356756	0.0233465116733737	0.00484406705932674	0
Cox5b	5.79547713596219	5.56351817728743	6.22864255520641	5.35012711383235	2.4832413155623
Actr1b	0.541522302559864	0.534286232704821	0.502377357709355	0.547053265566638	0.302637505480039
4933424G06Rik	0.000348317087167102	0.00174110092899409	0	0	0
Gm33533	0	0	0	0	0
Zap70	0.00135185713202598	0.00135548690885505	0	0.0098739101671653	0
Tmem131	0.095279853994808	0.129024395399814	0.0531922005102181	0.0921141968243021	0.0599537974850699
Vwa3b	0.000387498509983798	0.00276277290893801	0	0	0
Gm37020	0	0	0	0	0
Cnga3	0	0	0	0	0
Inpp4a	0.036035507321299	0.0324895498327171	0	0.0236034686987664	0
4930439A04Rik	0	0	0	0	0
Coa5	0.175491346454066	0.170953612911077	0.0501895009734536	0.162004953101459	0.0106081211532301
Unc50	0.720173008915359	0.747456501899021	0.278916088782075	0.817291655761107	0.137912465668356
Mgat4a	0.0763249773356917	0.0951750682181384	0.0420112628859804	0.0625224367458988	0.0686224052153028
2010300C02Rik	0.0588099835223802	0.0519615271899902	0.0180600239457377	0.102258670531129	0
4930556I23Rik	0.000223593896244383	0.000143953931977852	0	0	0
Tsga10	0.0230450478174875	0.026573016420371	0	0.0310046548499672	0.0232535967500773
Gm26805	0.000595885703401863	0.000608890276873621	0	0	0
Lipt1	0.0311643157878088	0.0398460172802429	0.0430393895647691	0.0214257712769578	0.0202983038737283
Mitd1	0.262944885621313	0.287690509974747	0.389009846204413	0.359742546733273	0.0626316376283632
Mrpl30	2.56198278945941	2.29137396340553	3.04059101501094	2.57005591477596	1.40444694830868
Lyg2	0	0	0	0	0
Gm15457	0.000939272606711148	0.000383896270094747	0	0.00728595857349674	0
Lyg1	0.00100120416683241	0	0.00808733676721653	0.00587966904518879	0
Txndc9	1.21961976663834	1.28372105129313	2.03664819176513	1.13597423053446	0.541684216910243
Eif5b	2.51454339306603	2.26415714521586	2.20952622094953	2.40841386394439	0.826142267264153
Rev1	0.177653517951618	0.23257100814416	0.0700190914720716	0.124124010145446	0
Gm5099	0	0	0	0	0
Aff3	0.00635564861301382	0.0112869167311754	0	0.0143654889445586	0
Gm16150	0	0	0	0	0
Gm16151	0	0.000461935840068204	0	0	0
Gm16152	0.00505494608748235	0.0117905239999282	0	0.00659995432831605	0
Lonrf2	0.026383928291683	0.0405823689501432	0.0505279164748312	0.00488587810222723	0
Chst10	0.0160261978491421	0.0202756857061563	0	0.014213268205741	0
Gm37707	0	0	0	0	0
Nms	0	0	0	0	0
Pdcl3	0.593139310061742	0.59638710618693	0.660065356977417	0.660059240358457	0.159379210124429
Gm37821	0	0	0	0	0
Npas2	0.00291682235019122	0.00539775708133459	0	0	0
Rpl31	32.905103940686	33.4016451760753	39.859973692711	33.124107285166	10.9900947618403
Tbc1d8	0.0215908226473163	0.0456763512154854	0.0141570269110925	0.131694920930641	0
Cnot11	0.342127784676911	0.318474075187863	0.439448312025799	0.339833383887383	0.154476546516257
Rnf149	0.69339100463136	0.764562346179478	0.405423296263517	0.706310656521426	0.29361158944491
Creg2	0	0	0	0	0
D930019O06Rik	0	0	0	0	0
Rfx8	0.00363349751629659	0.00227612491640085	0	0.00728595857349674	0
Gm3646	0	0	0	0	0
1700066B17Rik	0.00238929408229136	0.00118782832763153	0	0	0
Map4k4	0.433107006974696	0.481785463919768	0.235060100304771	0.713638178988601	0.0824755296009569
Il1r2	0.000449971345194186	0.00262824452556536	0	0	0
Gm16894	0	0	0	0.0143754788831403	0
Il1r1	0.0114110054169356	0.0122818235491703	0	0.0103890167315114	0
Il1rl2	0.000772861081147679	0.000996025812595025	0	0	0
Il1rl1	0	0	0	0	0
Il18r1	0.00151193952890744	0.00307747452496253	0	0	0
Il18rap	0	0	0	0	0
Gm35801	0	0	0	0	0
Slc9a4	0	0	0	0	0
Slc9a2	0	0	0	0	0
Gm37623	0	0	0	0	0
Gm37915	0	0.000347619135682562	0	0	0
Mfsd9	0.00792438619199132	0.0103277881532784	0	0	0
Tmem182	0	0	0	0	0
4930448I06Rik	0	0	0	0	0
Gm28634	0	0	0	0	0
Gm29260	0	0	0	0	0
Gm9915	0	0	0	0	0
Gm29664	0	0	0	0	0
Gm28175	0	0	0	0	0
Gm28140	0	0	0	0	0
Pantr1	0.00158041257747377	0	0	0	0
Pou3f3	0.00064669845287623	0	0	0	0
Dalir	0	0	0	0	0
Mrps9	0.526909874517579	0.461755771810594	0.683221248416413	0.580735517116769	0.316712683779631
Gpr45	0.0108581244604018	0.0147307399335302	0	0.0166996048104019	0.0313109585223732
Tgfbrap1	0.0366100072462499	0.0392462008229208	0.0160611884568762	0.0236287690646614	0.0106081211532301
Gm28782	0	0	0	0	0
8430432A02Rik	0.000300765569369547	0.00111780792339615	0	0	0
AI597479	0.0764144259470973	0.0927178519397029	0.10440807542781	0.0453184907050303	0
Fhl2	0.040657041671194	0.0735334379564912	0.0102046647563534	0.704622711365516	0.0252491459476383
Gm29040	0	0	0	0	0
Nck2	0.029187482985186	0.025088174252723	0.0342024986653088	0.0191633579062918	0.0275333428782255
1500015O10Rik	0.0175783899184133	0.0241910236307438	0.00555384620511243	0.0136236080640673	0.0218494225197628
Gm29155	0.000279766995167973	0.000166488900917527	0	0	0
Gm29157	0	0.000532711921325694	0	0	0
Gm29156	0.000829345545537774	0.000357629439284606	0	0	0
Uxs1	0.380122496384861	0.323303650192776	0.120382258718321	0.221596360117954	0.100408607985872
Tpp2	0.3218787958497	0.328586193957769	0.199548208642709	0.273634335083606	0.0955861890276162
Mettl21c	0.0016231066588935	0.000667825007770852	0	0	0
Gm8251	0.0122874308264937	0.0127201771252951	0	0.0263473894219062	0
Tex30	0.679391856674183	0.485373580175844	0.729448899230587	0.569090625408972	0.171132936386274
Kdelc1	0.196236601650849	0.165588073645295	0.0501252566909374	0.22780132821265	0.0103832455949081
Bivm	0.0770002804215855	0.0911363284575191	0.0631580841981406	0.0698735147857882	0.0437001001203981
Ercc5	0.0797229757123733	0.097247779560782	0.039600127944194	0.07352391596946	0.0434904872652416
Mettl21e	0	0	0	0	0
Gulp1	0.0179057991052486	0.0593448340331516	0.0136026588219566	0.0174152442670158	0
4930521E06Rik	0	0	0	0	0
Col3a1	0.00816854225819715	0.0358909310897633	0	0	0
Col5a2	0.00517659165853007	0.0219342261287143	0	0	0
Wdr75	0.298502459069676	0.256833362811934	0.317548409019056	0.215802588088967	0.0212162423064601
Gm5269	0	0.000586213820907676	0	0	0
Slc40a1	0.118753898270527	0.103163587399343	0.0490418859754923	0.264900664367358	0.0720587166135368
Dnah7b	0.00784915210324017	0.003767421353325	0.00566302402084899	0.0201888956972591	0
Dnah7c	0.00057981457001186	0	0	0	0
Slc39a10	0.413790707108638	0.404908761277101	0.127366694896925	0.376006687127329	0.118095255324427
Gm28151	0.00700437973617244	0.0132139780843514	0	0.00516722696631071	0
Gm28826	0	0	0	0	0
C230029F24Rik	0	0	0	0	0
4933411E06Rik	0.000970121292794649	0.000251341434369373	0	0	0
Gm29665	0	0	0	0	0
Gm28321	0	0	0	0	0
Tmeff2	0.00443993204077674	0.00760484342726671	0.00514105777263672	0.00807391833716037	0
Gm28322	0	0	0	0	0
Gm28319	0	0	0	0	0
Gm29325	0	0	0	0	0
9330175M20Rik	0.000330629488591092	0.002011155109834	0	0	0
Sdpr	0.0928939736279897	0.325349692374657	0.0517253010657397	0.0404943885560633	0.0182409853050622
1700072G22Rik	0	0	0	0	0
Nabp1	0.0521459287382328	0.0767201557457675	0.0212650798081123	0.0162127068650903	0
Gm17767	0.00225982476161563	0.00452341651870946	0	0	0
Gm28055	0.000849747119654588	0	0	0	0
Myo1b	0.264120823707912	0.319472543298585	0.143511341536528	0.308844441915992	0.0780601655912277
Stat4	0.00628053447943999	0.00908381835527291	0.0238642054034163	0	0
Stat1	0.0245349142327426	0.0224366449307345	0	0.0288405408641861	0.0232535967500773
Gls	0.203956916226512	0.292653741430157	0.104189857283271	0.15228600616969	0.068801046571444
Nab1	0.0820760384286329	0.132311116050604	0.0462010160033143	0.102072265752869	0.0294825227605076
Gm553	0	0.000614145590827711	0	0	0
Gm28178	0	0	0	0	0
Tmem194b	0.0305086321699605	0.0416644101155492	0.0243983008280807	0.0334886741005355	0
Mfsd6	0.0678244522490968	0.16017512003322	0.014252483754497	0.128797618416099	0.0341685484347442
Inpp1	0.0436429309128393	0.0782192198309068	0.0122445251546991	0.0348248092167402	0
Hibch	0.0930456985847928	0.157991199158232	0.141582294689218	0.212159916613856	0.0480274990078912
1700019D03Rik	0.0329945994811679	0.0750385063645023	0.0275576089459386	0.0657252208789449	0
Mstn	0.00134058275722017	0.0117830576440875	0	0	0
1700019A02Rik	0.000858879119137704	0.000214268746407508	0	0	0
Pms1	0.0692102881054167	0.0643675360218945	0.0253180729121055	0.0623735527933743	0
Gm28777	0.00111588847987852	0.00151692247501065	0	0	0
Ormdl1	0.595671761466425	0.613629692373993	0.262183687124026	0.54853026147581	0.47531761463793
Gm28778	0	0	0	0	0
Osgepl1	0.185035512123877	0.171766943555137	0.256282571660624	0.170920779518025	0.0182409853050622
Gm28551	0.00570410651685016	0.00468370488495594	0	0.00716779081519285	0
Asnsd1	0.690492851765001	0.659484204893761	0.633767625868676	0.696020568380038	0.213403483063445
Dnah7a	0.0652596383102139	0.0208727670194831	0.0693367625540373	0.00892767405568629	0.0103832455949081
Stk17b	0.0958460607567296	0.0774791226344444	0.141273659158709	0.0331189712441416	0.0375120445523794
Hecw2	0.00286711735064122	0.00396261721252887	0	0.00516722696631071	0.0275333428782255
Ccdc150	0.0031755286480797	0.00396353661439869	0.00453759625376053	0	0
Gtf3c3	0.184345977076175	0.182490709930527	0.166715590779167	0.160659787695202	0.115387527570602
Pgap1	0.171792982323583	0.17684958528762	0.0493146719598006	0.14267170645607	0.0689043156294024
Ankrd44	0.0576853651340305	0.0829963558548711	0.0145829090652771	0.0568432265888316	0
4930444A19Rik	0	0	0	0	0
Sf3b1	1.59585750298635	1.79127786792219	1.24058127029669	1.90387146179971	0.594747227618407
Coq10b	0.27676111169991	0.284671725365868	0.285354838052099	0.283665751659149	0.0563988827323625
Hspd1	5.75594198470882	4.15937379577241	3.39541700862342	4.34722573407721	1.55688449975912
Hspe1	12.8221958207084	9.4592466700479	14.2272320239915	9.55881363797774	3.88773990950735
Mob4	1.0646929589353	1.15764794409684	1.25801089800003	1.74048980094853	0.221820563062539
Rftn2	0.00108911213690797	0.00206024513607361	0	0	0
Gm10561	0.00179938760006074	0.00145246465907275	0	0	0
Mars2	0.0256446324602839	0.027376905422165	0.0220320548230194	0.00959837981279019	0
Boll	0.000647220947040964	0	0	0	0
Plcl1	0.023596165772207	0.0295230615026247	0	0.1031272115205	0.0784961481414148
9130227L01Rik	0	0	0	0	0
1700003I22Rik	0	0	0	0	0
Gm28240	0	0	0	0	0
Hsfy2	0	0	0	0	0
Satb2	0.00767138410562558	0.00708493013424333	0.00791285728528857	0	0
1700126A01Rik	0	0	0	0	0
BC055402	0	0	0	0	0
4930558J18Rik	0.0260658694654504	0.0145108574603824	0.0400829869517725	0.0310856672267734	0
1700066M21Rik	0.0356989883736586	0.0290500994727191	0.041211981007444	0.0629182678247765	0
Tyw5	0.124908283153765	0.117868700649465	0.186797140277511	0.0681119029810484	0
9430016H08Rik	0.34659601714547	0.337295718769031	0.364826061754961	0.33920864548068	0.209010796744533
Spats2l	0.308318072064561	0.500480072548455	0.27269049192816	0.126551423692847	0.161732426546272
Gm17234	0	0	0	0	0
Kctd18	0.0607858577747912	0.0722860574288729	0.0624742575279677	0.0973664584931197	0
Sgol2a	0.212579131815549	0.144402360135863	0.248969342519883	0.0747245826817328	0.103914982251488
Aox1	0.000674611630716939	0.000374372047046886	0	0	0
Aox3	0	0.000898615024799894	0	0	0
Aox4	0	0	0	0	0
Gm15759	0	0	0	0	0
Aox2	0.000396364217387809	0.000858688157647848	0	0.00913402167320663	0
Bzw1	2.56093413073747	2.27749708312246	2.87370579664622	2.44278568647052	0.426378098615254
Clk1	0.782821963067286	1.08497967143954	0.399805168492798	1.03490375438087	0.338287505047628
Ppil3	0.576263954394073	0.538715496883294	0.574757215710962	0.621659272559912	0.125088256858367
Nif3l1	0.233980520187103	0.207581692489459	0.288889402282421	0.232330774593809	0.150037005112346
Orc2	0.387243402109595	0.318380517225306	0.306787038481659	0.201145144627835	0.0694779798025169
Gm15834	0.0104271261261443	0.0118997073608257	0	0.00716406276865235	0
Fam126b	0.100461909496187	0.134074106005387	0.0342502022875944	0.0831063014993787	0.0398657683554156
Ndufb3	1.38736137833599	1.44052270067905	1.4170043411429	1.65185668697949	0.405684009776008
Als2cr12	0	0.000316913254757438	0	0	0
Cflar	0.171600710095454	0.219089562865987	0.119985320204156	0.207732935074931	0.0290461270460168
Casp8	0.297963263276286	0.282483611486474	0.296773835657438	0.31811674490289	0.0357262066583562
Trak2	0.0548235987837113	0.0694290493693131	0.00919168336489145	0.0819338825076844	0.175535085642759
Stradb	0.0796110995450205	0.125324236572379	0.0739311089724078	0.0932531006560154	0.117557774531685
Gm29018	0	0	0	0	0
Als2cr11	0	0	0	0	0
Tmem237	0.361087319121141	0.369154289925744	0.224255051532928	0.280591550931707	0.0515598413153928
G730003C15Rik	0.0431584188728614	0.0579545419947011	0.031817448681454	0.0383308818374977	0.0222742449587815
Mpp4	0.000780282312326482	0.00119103501128072	0	0	0
Gm29017	0.000188884523557678	0	0	0.00515272947809549	0
Als2	0.0166566617776551	0.0209006728896147	0	0.022595709533885	0
Cdk15	0.00112772295310865	0.000813726571089202	0	0	0
Gm29016	0	0	0	0	0
Fzd7	0.135679356321492	0.105781850290027	0.055436903674831	0.112962260783343	0.0202983038737283
Gm26813	0	0	0	0	0
Gm973	0.00128212544526221	0.000762670414726197	0	0	0
Gm28411	0.000801914695897718	4.24137559957994e-05	0	0	0
1700122D07Rik	0	0	0	0	0
Sumo1	5.72679229853971	5.39487944858453	5.7388379066045	5.11020372059054	2.23136044650181
Nop58	2.403832467145	1.89491731141997	2.76884262605754	1.53203612815736	0.678755101138217
Bmpr2	0.241502379318535	0.278199696838642	0.0635425874006433	0.158587618141644	0.0487533459189121
Fam117b	0.0931709777980556	0.13190246862482	0.0398173751695045	0.101103845920097	0.0134519616995746
Ica1l	0.00457673082187067	0.00508054593608751	0	0.00685392503725108	0
Wdr12	0.590697820711222	0.497496089759858	0.785231294042505	0.54579518711306	0.205904740737013
Carf	0.0386849360211872	0.0520717596368828	0.0109956083540234	0.0615829351915559	0
Nbeal1	0.351917063636844	0.493005679138518	0.17325896389955	0.394930708679166	0.119166785580453
Cyp20a1	0.218158674015544	0.178678109464674	0.0688666044654874	0.179978492358537	0.0286242308999703
Abi2	0.237720805171497	0.214880766636111	0.116429147725321	0.206999748822489	0.0308432545802233
Raph1	0.281647136017628	0.21649693063727	0.0677684611324001	0.253711205790562	0.0811927896438862
Cd28	0	0	0	0	0
Gm11579	0	0	0	0	0
2310016D23Rik	0	0	0	0	0
Ctla4	0	0	0	0	0
Icos	0	0.000612100082262087	0	0	0
Gm28083	0	0	0	0	0
Gm11587	0	0	0	0	0
9530026F06Rik	0	0	0	0	0
Gm11588	0	0	0	0	0
Gm28449	0	0	0	0	0
4930587A21Rik	0	0	0	0	0
Pard3b	0.0956316020855369	0.137742682388657	0.0829792409689802	0.0507335693519038	0.0494441772560088
Pard3bos1	0.000110827540377798	0.00138153360428064	0	0	0
Pard3bos2	0	0	0	0	0
Pard3bos3	0	0	0	0	0
Gm29084	0	0	0	0	0
Nrp2	0.0756147350263075	0.241920859235746	0.039628109673347	0.0166082413061719	0.0313247078883996
Gm29083	0	0	0	0	0
Gm4208	0.000472726742501409	0.000822845344869995	0	0	0
Ino80d	0.229077233984822	0.321635704332381	0.0946049446188027	0.291076659632498	0.0385715547755585
Ino80dos	0.01434805702818	0.0179061156098244	0.00792871137032711	0.0171565509551129	0
